acc,disprot_id,organism,ncbi_taxon_id,group,protein_name,gene,length,seq_len_check,n_regions,n_disorder_res_D,n_disorder_res_D_or_S,D_exp,D_exp_ambiguous,disorder_content_source,af_very_low_content,af_available,has_ambiguous_S,uniparc,uniref50,released,source_file
P16050,DP02162,Homo sapiens,9606,Human,Arachidonate 15-lipoxygenase,ALOX15,662,662,1,141,141,0.21299093655589124,0.21299093655589124,0.21299093655589124,0.0,True,False,UPI000013E118,UniRef50_P16050,2018_11,disprot_taxon_9606_homo_sapiens.json
Q02388,DP02163,Homo sapiens,9606,Human,Collagen alpha-1(VII) chain,COL7A1,2944,2944,2,39,39,0.013247282608695652,0.013247282608695652,0.013247282608695652,,False,False,UPI0000126D20,UniRef50_Q02388,2018_11,disprot_taxon_9606_homo_sapiens.json
Q8WUM0,DP02164,Homo sapiens,9606,Human,Nuclear pore complex protein Nup133,NUP133,1156,1156,4,125,125,0.10813148788927336,0.10813148788927336,0.10813148788927336,0.12024221453287197,True,False,UPI0000073C12,UniRef50_Q8WUM0,2018_11,disprot_taxon_9606_homo_sapiens.json
Q8N726-1,DP02167,Homo sapiens,9606,Human,Isoform tumor suppressor ARF of Tumor suppressor ARF,CDKN2A,132,132,16,132,132,1.0,1.0,1.0,,False,False,UPI000006E6F2,,2018_11,disprot_taxon_9606_homo_sapiens.json
O15234,DP02170,Homo sapiens,9606,Human,Protein CASC3,CASC3,703,703,17,703,703,1.0,1.0,1.0,0.534850640113798,True,False,UPI000014C6E6,UniRef50_O15234,2018_11,disprot_taxon_9606_homo_sapiens.json
P08621,DP02171,Homo sapiens,9606,Human,U1 small nuclear ribonucleoprotein 70 kDa,SNRNP70,437,437,15,287,287,0.6567505720823799,0.6567505720823799,0.6567505720823799,0.2608695652173913,True,False,UPI0000163B53,UniRef50_P08621,2018_11,disprot_taxon_9606_homo_sapiens.json
Q9BS26,DP02173,Homo sapiens,9606,Human,Endoplasmic reticulum resident protein 44,ERP44,406,406,5,46,46,0.11330049261083744,0.11330049261083744,0.11330049261083744,0.059113300492610835,True,False,UPI0000072130,UniRef50_Q9BS26,2018_11,disprot_taxon_9606_homo_sapiens.json
P51965,DP02191,Homo sapiens,9606,Human,Ubiquitin-conjugating enzyme E2 E1,UBE2E1,193,193,3,40,40,0.20725388601036268,0.20725388601036268,0.20725388601036268,0.11917098445595854,True,False,UPI0000137964,UniRef50_P51965,2018_11,disprot_taxon_9606_homo_sapiens.json
O00571,DP02192,Homo sapiens,9606,Human,ATP-dependent RNA helicase DDX3X,DDX3X,662,662,1,167,167,0.25226586102719034,0.25226586102719034,0.25226586102719034,0.29607250755287007,True,False,UPI000013CB6D,UniRef50_O00571,2018_11,disprot_taxon_9606_homo_sapiens.json
P15516,DP02206,Homo sapiens,9606,Human,Histatin-3,HTN3,51,51,5,32,32,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.0196078431372549,True,False,UPI0000143497,UniRef50_P15516,2018_11,disprot_taxon_9606_homo_sapiens.json
P02808,DP02207,Homo sapiens,9606,Human,Statherin,STATH,62,62,1,43,43,0.6935483870967742,0.6935483870967742,0.6935483870967742,0.08064516129032258,True,False,UPI00001744FC,UniRef50_P02808,2018_11,disprot_taxon_9606_homo_sapiens.json
Q03519,DP02210,Homo sapiens,9606,Human,Antigen peptide transporter 2,TAP2,686,686,1,129,129,0.1880466472303207,0.1880466472303207,0.1880466472303207,0.029154518950437316,True,False,UPI000011D578,UniRef50_Q03519,2018_11,disprot_taxon_9606_homo_sapiens.json
P29375,DP02224,Homo sapiens,9606,Human,Lysine-specific demethylase 5A,KDM5A,1690,1690,2,177,177,0.10473372781065089,0.10473372781065089,0.10473372781065089,0.25502958579881657,True,False,UPI00001740DF,UniRef50_P29375,2018_11,disprot_taxon_9606_homo_sapiens.json
P24385,DP02226,Homo sapiens,9606,Human,G1/S-specific cyclin-D1,CCND1,295,295,4,64,64,0.21694915254237288,0.21694915254237288,0.21694915254237288,0.04067796610169491,True,False,UPI0000001285,UniRef50_P24385,2018_11,disprot_taxon_9606_homo_sapiens.json
Q99958,DP02231,Homo sapiens,9606,Human,Forkhead box protein C2,FOXC2,501,501,1,11,11,0.021956087824351298,0.021956087824351298,0.021956087824351298,0.5588822355289421,True,False,UPI000012ADC6,UniRef50_Q61850,2018_11,disprot_taxon_9606_homo_sapiens.json
Q13547,DP02233,Homo sapiens,9606,Human,Histone deacetylase 1,HDAC1,482,482,2,106,106,0.21991701244813278,0.21991701244813278,0.21991701244813278,0.12448132780082988,True,False,UPI0000035528,UniRef50_Q13547,2018_11,disprot_taxon_9606_homo_sapiens.json
P08476,DP02234,Homo sapiens,9606,Human,Inhibin beta A chain,INHBA,426,426,1,28,28,0.06572769953051644,0.06572769953051644,0.06572769953051644,0.19953051643192488,True,False,UPI00000474C9,UniRef50_P08476,2018_11,disprot_taxon_9606_homo_sapiens.json
P10721,DP02247,Homo sapiens,9606,Human,Mast/stem cell growth factor receptor Kit,KIT,976,976,1,22,22,0.022540983606557378,0.022540983606557378,0.022540983606557378,0.15778688524590165,True,False,UPI000003F17D,UniRef50_P10721,2018_11,disprot_taxon_9606_homo_sapiens.json
P68363,DP02251,Homo sapiens,9606,Human,Tubulin alpha-1B chain,TUBA1B,451,451,2,32,32,0.07095343680709534,0.07095343680709534,0.07095343680709534,0.031042128603104215,True,False,UPI00000015EA,UniRef50_P68363,2018_11,disprot_taxon_9606_homo_sapiens.json
Q96F86,DP02253,Homo sapiens,9606,Human,Enhancer of mRNA-decapping protein 3,EDC3,508,508,4,56,56,0.11023622047244094,0.11023622047244094,0.11023622047244094,0.23228346456692914,True,False,UPI000007309A,UniRef50_Q96F86,2018_11,disprot_taxon_9606_homo_sapiens.json
P14598,DP02254,Homo sapiens,9606,Human,Neutrophil cytosol factor 1,NCF1,390,390,13,99,99,0.25384615384615383,0.25384615384615383,0.25384615384615383,0.08205128205128205,True,False,UPI000059C546,UniRef50_P14598,2018_11,disprot_taxon_9606_homo_sapiens.json
P42226,DP02262,Homo sapiens,9606,Human,Signal transducer and activator of transcription 6,STAT6,847,847,10,32,32,0.03778040141676505,0.03778040141676505,0.03778040141676505,0.24321133412042503,True,False,UPI00000473FE,UniRef50_P42226,2018_11,disprot_taxon_9606_homo_sapiens.json
Q8IVG9,DP02267,Homo sapiens,9606,Human,Humanin,MT-RNR2,24,24,2,24,24,1.0,1.0,1.0,0.041666666666666664,True,False,UPI0000074630,UniRef50_Q8IVG9,2018_11,disprot_taxon_9606_homo_sapiens.json
Q9Y6K9,DP02269,Homo sapiens,9606,Human,NF-kappa-B essential modulator,IKBKG,419,419,4,107,107,0.2553699284009546,0.2553699284009546,0.2553699284009546,0.18854415274463007,True,False,UPI00001697C4,UniRef50_Q9Y6K9,2018_11,disprot_taxon_9606_homo_sapiens.json
Q92905,DP02290,Homo sapiens,9606,Human,COP9 signalosome complex subunit 5,COPS5,334,334,2,33,33,0.09880239520958084,0.09880239520958084,0.09880239520958084,0.03592814371257485,True,False,UPI0000073D74,UniRef50_Q92905,2018_11,disprot_taxon_9606_homo_sapiens.json
Q96PU5,DP02292,Homo sapiens,9606,Human,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L,975,975,2,81,81,0.08307692307692308,0.08307692307692308,0.08307692307692308,0.29435897435897435,True,False,UPI0000072494,UniRef50_Q96PU5,2018_11,disprot_taxon_9606_homo_sapiens.json
P63165,DP02294,Homo sapiens,9606,Human,Small ubiquitin-related modifier 1,SUMO1,101,101,3,18,18,0.1782178217821782,0.1782178217821782,0.1782178217821782,0.1782178217821782,True,False,UPI0000001227,UniRef50_P63165,2018_11,disprot_taxon_9606_homo_sapiens.json
Q71UI9,DP02301,Homo sapiens,9606,Human,Histone H2A.V,H2AZ2,128,128,3,10,10,0.078125,0.078125,0.078125,0.0703125,True,False,UPI00000001D4,UniRef50_Q71UI9,2018_11,disprot_taxon_9606_homo_sapiens.json
Q15843,DP02302,Homo sapiens,9606,Human,NEDD8,NEDD8,81,81,3,13,13,0.16049382716049382,0.16049382716049382,0.16049382716049382,0.07407407407407407,True,False,UPI00000009A5,UniRef50_Q15843,2018_11,disprot_taxon_9606_homo_sapiens.json
Q0JRZ9,DP02303,Homo sapiens,9606,Human,F-BAR domain only protein 2,FCHO2,810,810,1,16,16,0.019753086419753086,0.019753086419753086,0.019753086419753086,0.29506172839506173,True,False,UPI000019971A,UniRef50_Q3UQN2,2018_11,disprot_taxon_9606_homo_sapiens.json
Q96RF0,DP02309,Homo sapiens,9606,Human,Sorting nexin-18,SNX18,628,628,9,166,166,0.2643312101910828,0.2643312101910828,0.2643312101910828,0.4028662420382166,True,False,UPI0000135B4F,UniRef50_Q96RF0,2018_11,disprot_taxon_9606_homo_sapiens.json
O43663,DP02316,Homo sapiens,9606,Human,Protein regulator of cytokinesis 1,PRC1,620,620,3,170,170,0.27419354838709675,0.27419354838709675,0.27419354838709675,0.22903225806451613,True,False,UPI00001A5ED8,UniRef50_O43663,2018_11,disprot_taxon_9606_homo_sapiens.json
O14672,DP02318,Homo sapiens,9606,Human,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,748,748,7,52,52,0.06951871657754011,0.06951871657754011,0.06951871657754011,0.09893048128342247,True,False,UPI00001254C8,UniRef50_O14672,2018_11,disprot_taxon_9606_homo_sapiens.json
Q00169,DP02327,Homo sapiens,9606,Human,Phosphatidylinositol transfer protein alpha isoform,PITPNA,270,270,9,122,122,0.45185185185185184,0.45185185185185184,0.45185185185185184,0.0,True,False,UPI000000DAD0,UniRef50_Q00169,2018_11,disprot_taxon_9606_homo_sapiens.json
P53779,DP02328,Homo sapiens,9606,Human,Mitogen-activated protein kinase 10,MAPK10,464,464,1,26,26,0.05603448275862069,0.05603448275862069,0.05603448275862069,0.2349137931034483,True,False,UPI000002AE11,UniRef50_P53779,2018_11,disprot_taxon_9606_homo_sapiens.json
Q9BUQ8,DP02332,Homo sapiens,9606,Human,Probable ATP-dependent RNA helicase DDX23,DDX23,820,820,12,301,301,0.3670731707317073,0.3670731707317073,0.3670731707317073,0.18048780487804877,True,False,UPI000006EFFB,UniRef50_Q9BUQ8,2018_11,disprot_taxon_9606_homo_sapiens.json
P13861,DP02333,Homo sapiens,9606,Human,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,404,404,2,47,47,0.11633663366336634,0.11633663366336634,0.11633663366336634,0.15594059405940594,True,False,UPI000012DC0D,UniRef50_P13861,2018_11,disprot_taxon_9606_homo_sapiens.json
O60701,DP02338,Homo sapiens,9606,Human,UDP-glucose 6-dehydrogenase,UGDH,494,494,3,30,30,0.06072874493927125,0.06072874493927125,0.06072874493927125,0.03643724696356275,True,False,UPI0000001075,UniRef50_O60701,2019_09,disprot_taxon_9606_homo_sapiens.json
Q92804,DP02345,Homo sapiens,9606,Human,TATA-binding protein-associated factor 2N,TAF15,592,592,5,32,32,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.7567567567567568,True,False,UPI000013317D,UniRef50_Q92804,2020_12,disprot_taxon_9606_homo_sapiens.json
Q9BTL3,DP02346,Homo sapiens,9606,Human,RNA guanine-N7 methyltransferase activating subunit,RAMAC,118,118,5,44,44,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.4491525423728814,True,False,UPI00000467E0,UniRef50_Q9BTL3,2021_06,disprot_taxon_9606_homo_sapiens.json
Q8N5F7,DP02348,Homo sapiens,9606,Human,NF-kappa-B-activating protein,NKAP,415,415,11,385,385,0.927710843373494,0.927710843373494,0.927710843373494,0.4072289156626506,True,False,UPI000004A07B,UniRef50_Q8N5F7,2023_06,disprot_taxon_9606_homo_sapiens.json
P51825,DP02349,Homo sapiens,9606,Human,AF4/FMR2 family member 1,AFF1,1210,1210,2,23,23,0.019008264462809916,0.019008264462809916,0.019008264462809916,0.6834710743801653,True,False,UPI0000125658,UniRef50_P51825,2022_06,disprot_taxon_9606_homo_sapiens.json
P0DMV9,DP02353,Homo sapiens,9606,Human,Heat shock 70 kDa protein 1B,HSPA1B,641,641,1,78,78,0.12168486739469579,0.12168486739469579,0.12168486739469579,0.0499219968798752,True,False,UPI0000000C40,UniRef50_P0DMV8,2020_12,disprot_taxon_9606_homo_sapiens.json
Q8IYB3,DP02359,Homo sapiens,9606,Human,Serine/arginine repetitive matrix protein 1,SRRM1,904,904,6,809,809,0.8949115044247787,0.8949115044247787,0.8949115044247787,0.672566371681416,True,False,UPI0000074292,UniRef50_Q8IYB3,2021_06,disprot_taxon_9606_homo_sapiens.json
O14810,DP02360,Homo sapiens,9606,Human,Complexin-1,CPLX1,134,134,1,10,10,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.04477611940298507,True,False,UPI0000127BB3,UniRef50_O14810,2020_12,disprot_taxon_9606_homo_sapiens.json
O95429,DP02361,Homo sapiens,9606,Human,BAG family molecular chaperone regulator 4,BAG4,457,457,1,20,20,0.0437636761487965,0.0437636761487965,0.0437636761487965,0.6083150984682714,True,False,UPI0000126769,UniRef50_O95429,2023_12,disprot_taxon_9606_homo_sapiens.json
Q9H6Z4-3,DP02364,Homo sapiens,9606,Human,Isoform 3 of Ran-binding protein 3,RANBP3,499,499,2,15,15,0.03006012024048096,0.03006012024048096,0.03006012024048096,,False,False,UPI00002031A7,,2023_12,disprot_taxon_9606_homo_sapiens.json
Q13464,DP02365,Homo sapiens,9606,Human,Rho-associated protein kinase 1,ROCK1,1354,1354,3,19,19,0.014032496307237814,0.014032496307237814,0.014032496307237814,0.08567208271787297,True,False,UPI000006F0A4,UniRef50_Q13464,2021_06,disprot_taxon_9606_homo_sapiens.json
P29536,DP02368,Homo sapiens,9606,Human,Leiomodin-1,LMOD1,600,600,1,15,15,0.025,0.025,0.025,0.43,True,False,UPI000012E775,UniRef50_P29536,2021_06,disprot_taxon_9606_homo_sapiens.json
Q92837,DP02373,Homo sapiens,9606,Human,Proto-oncogene FRAT1,FRAT1,279,279,3,254,254,0.910394265232975,0.910394265232975,0.910394265232975,0.36917562724014336,True,False,UPI0000527ED8,UniRef50_Q92837,2021_06,disprot_taxon_9606_homo_sapiens.json
Q96T58,DP02375,Homo sapiens,9606,Human,Msx2-interacting protein,SPEN,3664,3664,1,25,25,0.006823144104803494,0.006823144104803494,0.006823144104803494,,False,False,UPI000006FF0C,UniRef50_Q96T58,2020_12,disprot_taxon_9606_homo_sapiens.json
O60706-2,DP02381,Homo sapiens,9606,Human,Isoform SUR2B of ATP-binding cassette sub-family C member 9,ABCC9,1549,1549,6,52,52,0.03357004519044545,0.03357004519044545,0.03357004519044545,,False,False,UPI000013D13F,,2021_06,disprot_taxon_9606_homo_sapiens.json
Q15046,DP02382,Homo sapiens,9606,Human,Lysine--tRNA ligase,KARS1,597,597,6,70,70,0.11725293132328309,0.11725293132328309,0.11725293132328309,0.08207705192629816,True,False,UPI000016AE21,UniRef50_Q15046,2021_06,disprot_taxon_9606_homo_sapiens.json
P08631,DP02383,Homo sapiens,9606,Human,Tyrosine-protein kinase HCK,HCK,526,526,6,78,78,0.1482889733840304,0.1482889733840304,0.1482889733840304,0.1596958174904943,True,False,UPI000053F913,UniRef50_P08631,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9NYB9,DP02386,Homo sapiens,9606,Human,Abl interactor 2,ABI2,513,513,1,358,358,0.6978557504873294,0.6978557504873294,0.6978557504873294,0.4678362573099415,True,False,UPI0000071313,UniRef50_Q9NYB9,2020_06,disprot_taxon_9606_homo_sapiens.json
Q96GD4,DP02389,Homo sapiens,9606,Human,Aurora kinase B,AURKB,344,344,6,16,16,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.21511627906976744,True,False,UPI0000136107,UniRef50_Q96GD4,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9NQS7,DP02390,Homo sapiens,9606,Human,Inner centromere protein,INCENP,918,918,4,21,21,0.02287581699346405,0.02287581699346405,0.02287581699346405,0.4662309368191721,True,False,UPI000006D10F,UniRef50_Q9NQS7,2020_12,disprot_taxon_9606_homo_sapiens.json
Q8IZD2,DP02393,Homo sapiens,9606,Human,Inactive histone-lysine N-methyltransferase 2E,KMT2E,1858,1858,2,17,17,0.00914962325080732,0.00914962325080732,0.00914962325080732,0.8035522066738429,True,False,UPI0000074133,UniRef50_Q8IZD2,2023_06,disprot_taxon_9606_homo_sapiens.json
Q7RTP6,DP02396,Homo sapiens,9606,Human,[F-actin]-monooxygenase MICAL3,MICAL3,2002,2002,4,110,110,0.054945054945054944,0.054945054945054944,0.054945054945054944,0.5399600399600399,True,False,UPI0001823FDE,UniRef50_Q7RTP6,2021_06,disprot_taxon_9606_homo_sapiens.json
Q04637,DP02398,Homo sapiens,9606,Human,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,1599,1599,16,1129,1129,0.706066291432145,0.706066291432145,0.706066291432145,0.5522201375859912,True,False,UPI0000161B6A,UniRef50_Q04637,2020_12,disprot_taxon_9606_homo_sapiens.json
P06730,DP02399,Homo sapiens,9606,Human,Eukaryotic translation initiation factor 4E,EIF4E,217,217,4,35,35,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.03686635944700461,True,False,UPI00001782D7,UniRef50_P06730,2021_06,disprot_taxon_9606_homo_sapiens.json
Q96N21,DP02404,Homo sapiens,9606,Human,AP-4 complex accessory subunit Tepsin,TEPSIN,525,525,1,18,18,0.03428571428571429,0.03428571428571429,0.03428571428571429,0.4361904761904762,True,False,UPI0000071221,UniRef50_Q96N21,2020_12,disprot_taxon_9606_homo_sapiens.json
Q8IYW5,DP02405,Homo sapiens,9606,Human,E3 ubiquitin-protein ligase RNF168,RNF168,571,571,1,18,18,0.03152364273204904,0.03152364273204904,0.03152364273204904,0.5236427320490368,True,False,UPI00000741D1,UniRef50_Q8IYW5,2023_12,disprot_taxon_9606_homo_sapiens.json
Q9P2K3-3,DP02408,Homo sapiens,9606,Human,Isoform 3 of REST corepressor 3,RCOR3,553,553,2,420,420,0.759493670886076,0.759493670886076,0.759493670886076,,False,False,UPI00005AE45B,,2020_06,disprot_taxon_9606_homo_sapiens.json
Q9BTT0,DP02409,Homo sapiens,9606,Human,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,268,268,4,28,28,0.1044776119402985,0.1044776119402985,0.1044776119402985,0.11194029850746269,True,False,UPI0000071679,UniRef50_Q9BTT0,2021_06,disprot_taxon_9606_homo_sapiens.json
Q08050,DP02411,Homo sapiens,9606,Human,Forkhead box protein M1,FOXM1,763,763,9,213,213,0.27916120576671033,0.27916120576671033,0.27916120576671033,0.6972477064220184,True,False,UPI000016AD75,UniRef50_Q08050,2023_12,disprot_taxon_9606_homo_sapiens.json
P04198,DP02413,Homo sapiens,9606,Human,N-myc proto-oncogene protein,MYCN,464,464,2,33,33,0.07112068965517242,0.07112068965517242,0.07112068965517242,0.3922413793103448,True,False,UPI00001732CE,UniRef50_P04198,2022_06,disprot_taxon_9606_homo_sapiens.json
P14653,DP02414,Homo sapiens,9606,Human,Homeobox protein Hox-B1,HOXB1,301,301,2,20,20,0.0664451827242525,0.0664451827242525,0.0664451827242525,0.36212624584717606,True,False,UPI000012CF4A,UniRef50_P14653,2020_12,disprot_taxon_9606_homo_sapiens.json
P54274,DP02415,Homo sapiens,9606,Human,Telomeric repeat-binding factor 1,TERF1,439,439,6,43,43,0.0979498861047836,0.0979498861047836,0.0979498861047836,0.32574031890660593,True,False,UPI0000001C9C,UniRef50_P54274,2021_06,disprot_taxon_9606_homo_sapiens.json
P49765,DP02417,Homo sapiens,9606,Human,Vascular endothelial growth factor B,VEGFB,207,207,4,69,69,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14009661835748793,True,False,UPI000002B6B4,UniRef50_P49765,2021_06,disprot_taxon_9606_homo_sapiens.json
P35568,DP02418,Homo sapiens,9606,Human,Insulin receptor substrate 1,IRS1,1242,1242,2,43,43,0.03462157809983897,0.03462157809983897,0.03462157809983897,0.7818035426731079,True,False,UPI000003BB52,UniRef50_P35568,2023_12,disprot_taxon_9606_homo_sapiens.json
Q5SQI0,DP02419,Homo sapiens,9606,Human,Alpha-tubulin N-acetyltransferase 1,ATAT1,421,421,3,52,52,0.12351543942992874,0.12351543942992874,0.12351543942992874,0.3586698337292161,True,False,UPI000014137B,UniRef50_Q5SQI0,2021_06,disprot_taxon_9606_homo_sapiens.json
Q86YV5,DP02420,Homo sapiens,9606,Human,Inactive tyrosine-protein kinase PRAG1,PRAG1,1406,1406,5,70,70,0.049786628733997154,0.049786628733997154,0.049786628733997154,0.6941678520625889,True,False,UPI0003EAF98F,UniRef50_D3ZMK9,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9BVI0,DP02427,Homo sapiens,9606,Human,PHD finger protein 20,PHF20,1012,1012,1,16,16,0.015810276679841896,0.015810276679841896,0.015810276679841896,0.6294466403162056,True,False,UPI000006E61B,UniRef50_Q9BVI0,2020_12,disprot_taxon_9606_homo_sapiens.json
Q5T4W7,DP02428,Homo sapiens,9606,Human,Artemin,ARTN,220,220,1,13,13,0.05909090909090909,0.05909090909090909,0.05909090909090909,0.1318181818181818,True,False,UPI000013C9E4,UniRef50_Q5T4W7,2020_12,disprot_taxon_9606_homo_sapiens.json
P15391,DP02431,Homo sapiens,9606,Human,B-lymphocyte antigen CD19,CD19,556,556,2,15,15,0.02697841726618705,0.02697841726618705,0.02697841726618705,0.44244604316546765,True,False,UPI000016A560,UniRef50_P15391,2021_06,disprot_taxon_9606_homo_sapiens.json
Q96RS0,DP02445,Homo sapiens,9606,Human,Trimethylguanosine synthase,TGS1,853,853,1,16,16,0.01875732708089097,0.01875732708089097,0.01875732708089097,0.4771395076201641,True,False,UPI000006DC33,UniRef50_Q96RS0,2023_12,disprot_taxon_9606_homo_sapiens.json
Q8IU57,DP02446,Homo sapiens,9606,Human,Interferon lambda receptor 1,IFNLR1,520,520,1,30,30,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.4653846153846154,True,False,UPI000004D3FC,UniRef50_Q8IU57,2021_06,disprot_taxon_9606_homo_sapiens.json
Q15583,DP02449,Homo sapiens,9606,Human,Homeobox protein TGIF1,TGIF1,401,401,9,124,124,0.3092269326683292,0.3092269326683292,0.3092269326683292,0.5261845386533666,True,False,UPI0000140386,UniRef50_Q15583,2023_06,disprot_taxon_9606_homo_sapiens.json
Q8TEA8,DP02452,Homo sapiens,9606,Human,D-aminoacyl-tRNA deacylase 1,DTD1,209,209,4,58,58,0.27751196172248804,0.27751196172248804,0.27751196172248804,0.10526315789473684,True,False,UPI0000072859,UniRef50_Q8TEA8,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9UKX7,DP02455,Homo sapiens,9606,Human,Nuclear pore complex protein Nup50,NUP50,468,468,2,62,62,0.13247863247863248,0.13247863247863248,0.13247863247863248,0.4337606837606838,True,False,UPI00001698D2,UniRef50_Q9UKX7,2020_12,disprot_taxon_9606_homo_sapiens.json
O95400,DP02457,Homo sapiens,9606,Human,CD2 antigen cytoplasmic tail-binding protein 2,CD2BP2,341,341,1,25,25,0.07331378299120235,0.07331378299120235,0.07331378299120235,0.2316715542521994,True,False,UPI000006D625,UniRef50_O95400,2023_12,disprot_taxon_9606_homo_sapiens.json
P17181,DP02458,Homo sapiens,9606,Human,Interferon alpha/beta receptor 1,IFNAR1,557,557,2,117,117,0.21005385996409337,0.21005385996409337,0.21005385996409337,0.20646319569120286,True,False,UPI000002D51B,UniRef50_P17181,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9NRR4,DP02463,Homo sapiens,9606,Human,Ribonuclease 3,DROSHA,1374,1374,5,284,284,0.2066957787481805,0.2066957787481805,0.2066957787481805,0.30858806404657935,True,False,UPI0000163BD8,UniRef50_Q9NRR4,2021_06,disprot_taxon_9606_homo_sapiens.json
P07199,DP02465,Homo sapiens,9606,Human,Major centromere autoantigen B,CENPB,599,599,3,17,17,0.028380634390651086,0.028380634390651086,0.028380634390651086,0.34724540901502504,True,False,UPI000016A6A2,UniRef50_P07199,2023_12,disprot_taxon_9606_homo_sapiens.json
P51617,DP02467,Homo sapiens,9606,Human,Interleukin-1 receptor-associated kinase 1,IRAK1,712,712,3,31,31,0.04353932584269663,0.04353932584269663,0.04353932584269663,0.3806179775280899,True,False,UPI0000146573,UniRef50_P51617,2021_06,disprot_taxon_9606_homo_sapiens.json
P17480,DP02468,Homo sapiens,9606,Human,Nucleolar transcription factor 1,UBTF,764,764,2,14,14,0.01832460732984293,0.01832460732984293,0.01832460732984293,0.2094240837696335,True,False,UPI000013797C,UniRef50_P17480,2023_06,disprot_taxon_9606_homo_sapiens.json
Q96G97,DP02471,Homo sapiens,9606,Human,Seipin,BSCL2,398,398,2,238,238,0.5979899497487438,0.5979899497487438,0.5979899497487438,0.28391959798994976,True,False,UPI0000070140,UniRef50_Q96G97,2021_06,disprot_taxon_9606_homo_sapiens.json
Q15642,DP02473,Homo sapiens,9606,Human,Cdc42-interacting protein 4,TRIP10,601,601,1,15,15,0.024958402662229616,0.024958402662229616,0.024958402662229616,0.24792013311148087,True,False,UPI000016B11F,UniRef50_Q15642,2021_06,disprot_taxon_9606_homo_sapiens.json
Q86UE8,DP02475,Homo sapiens,9606,Human,Serine/threonine-protein kinase tousled-like 2,TLK2,772,772,2,200,200,0.25906735751295334,0.25906735751295334,0.25906735751295334,0.3601036269430052,True,False,UPI000000DAC1,UniRef50_Q86UE8,2020_06,disprot_taxon_9606_homo_sapiens.json
Q01970,DP02477,Homo sapiens,9606,Human,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3,1234,1234,7,455,455,0.3687196110210697,0.3687196110210697,0.3687196110210697,0.17585089141004862,True,False,UPI000016AECE,UniRef50_Q01970,2020_06,disprot_taxon_9606_homo_sapiens.json
O60502,DP02479,Homo sapiens,9606,Human,Protein O-GlcNAcase,OGA,916,916,7,97,97,0.10589519650655022,0.10589519650655022,0.10589519650655022,0.25327510917030566,True,False,UPI0000073533,UniRef50_Q8VIJ5,2020_06,disprot_taxon_9606_homo_sapiens.json
P09327,DP02510,Homo sapiens,9606,Human,Villin-1,VIL1,827,827,1,254,254,0.30713422007255137,0.30713422007255137,0.30713422007255137,0.07980652962515115,True,False,UPI0000138814,UniRef50_P09327,2020_06,disprot_taxon_9606_homo_sapiens.json
Q13740,DP02515,Homo sapiens,9606,Human,CD166 antigen,ALCAM,583,583,1,338,338,0.5797598627787307,0.5797598627787307,0.5797598627787307,0.11320754716981132,True,False,UPI0000126BCA,UniRef50_Q13740,2020_06,disprot_taxon_9606_homo_sapiens.json
Q9UKL0,DP02523,Homo sapiens,9606,Human,REST corepressor 1,RCOR1,485,485,3,352,352,0.7257731958762886,0.7257731958762886,0.7257731958762886,0.37938144329896906,True,False,UPI0000073120,UniRef50_Q9UKL0,2020_06,disprot_taxon_9606_homo_sapiens.json
A5YKK6,DP02524,Homo sapiens,9606,Human,CCR4-NOT transcription complex subunit 1,CNOT1,2376,2376,3,277,277,0.11658249158249158,0.11658249158249158,0.11658249158249158,0.15025252525252525,True,False,UPI0001565767,UniRef50_A5YKK6,2020_06,disprot_taxon_9606_homo_sapiens.json
Q92558,DP02529,Homo sapiens,9606,Human,Wiskott-Aldrich syndrome protein family member 1,WASF1,559,559,6,350,350,0.6261180679785331,0.6261180679785331,0.6261180679785331,0.334525939177102,True,False,UPI000003AC31,UniRef50_Q92558,2021_06,disprot_taxon_9606_homo_sapiens.json
P18564,DP02530,Homo sapiens,9606,Human,Integrin beta-6,ITGB6,788,788,2,297,297,0.3769035532994924,0.3769035532994924,0.3769035532994924,0.04568527918781726,True,False,UPI000014BEC0,UniRef50_P18564,2020_06,disprot_taxon_9606_homo_sapiens.json
